STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2014,,10.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,10.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,10.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,11.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,11.52,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,11.79,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,12.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,12.03,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,12.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,DEU,Germany,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,12.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1990,,5.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1991,,4.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1992,,5.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1993,,5.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1994,,5.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1995,,5.35,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1996,,5.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1997,,5.33,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1998,,5.47,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1999,,5.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2001,,5.52,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2002,,5.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2003,,5.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2004,,5.78,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2005,,5.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2006,,6.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2007,,5.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2008,,6.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2009,,6.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2010,,6.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2011,,6.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2012,,6.32,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2013,,6.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2014,,6.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,6.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,6.47,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,5.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,5.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,5.32,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,5.33,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,5.47,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,5.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,IRL,Ireland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,12.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,IRL,Ireland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,13.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,IRL,Ireland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,13.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,IRL,Ireland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,14.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1996,,5.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1997,,5.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1998,,5.34,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1999,,5.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2000,,5.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2001,,5.49,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2002,,5.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2003,,5.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2004,,5.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2005,,5.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2006,,5.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2007,,5.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2008,,4.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2009,,4.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2011,,4.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2012,,4.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2013,,4.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2014,,4.78,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,4.81,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,4.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,4.91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,4.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,5.07,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,5.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,5.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,5.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ISR,Israel,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,5.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,6.81,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,JPN,Japan,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2002,,8.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,JPN,Japan,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2004,,8.79,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,JPN,Japan,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2006,,9.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,JPN,Japan,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2008,,9.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,JPN,Japan,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2010,,10.11,,,,,,,,,,,,,
