STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,OWNERSHIP_TYPE,Hospital type,HEALTH_FUNCTION,Healthcare function,CARE_TYPE,Care type,MEDICAL_TECH,Medical technology,HEALTH_CARE_PROVIDER,Healthcare provider,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2010,,1.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,1.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,1.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,1.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,1.16,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,1.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,1.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,1.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,1.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,1.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,1.18,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1980,,10.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1985,,10.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1990,,9.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1995,,8.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1996,,8.26,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1997,,8.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1998,,7.93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1999,,7.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,7.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,7.76,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,7.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,7.65,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,7.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,7.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,7.33,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,7.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2009,,7.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,7.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,6.97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,6.75,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,6.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,6.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,6.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,6.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,6.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,6.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,6.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,6.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,6.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2023,,6.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1997,,4.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1998,,4.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1999,,4.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2000,,4.26,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,4.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,4.26,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,4.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,3.93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,3.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,3.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,3.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,3.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2009,,3.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2010,,3.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,2.52,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,2.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,2.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,2.49,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,2.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,2.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,2.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1965,,10.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1966,,10.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1967,,10.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1968,,10.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1969,,10.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1970,,10.83,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1971,,10.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1972,,10.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1973,,10.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1974,,10.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,EST,Estonia,HB,Hospital beds,10P3HB,Per 1 000 inhabitants,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,1975,,10.91,,,,,,,,,,,,,
